GEOID,county_name,state_name,pct_seasonal_employment,pct_seasonal_housing,total_popE,cluster_name
02150,Kodiak Island Borough,Alaska,22.871186930750326,10.4,13218,Non-Seasonal
02158,Kusilvak Census Area,Alaska,25.992779783393498,11.26338329764454,8354,Non-Seasonal
02170,Matanuska-Susitna Borough,Alaska,27.690620593961913,16.504717928126883,106807,Mixed Seasonal
02180,Nome Census Area,Alaska,18.463270475654376,21.945259042033236,10070,Non-Seasonal
02185,North Slope Borough,Alaska,29.772329246935204,4.958047292143402,10865,Non-Seasonal
02188,Northwest Arctic Borough,Alaska,21.355799373040753,21.29765395894428,7776,Non-Seasonal
02195,Petersburg Borough,Alaska,41.52866242038217,16.866781017724414,3368,Agricultural/Extractive
02198,Prince of Wales-Hyder Census Area,Alaska,30.154946364719905,16.222834404652588,5886,Mixed Seasonal
02220,Sitka City and Borough,Alaska,29.632048769867193,7.023895727733527,8518,Non-Seasonal
02240,Southeast Fairbanks Census Area,Alaska,29.085342518178336,19.180005616399885,6849,Mixed Seasonal
02290,Yukon-Koyukuk Census Area,Alaska,21.286231884057973,32.06751054852321,5433,Vacation Destinations
04001,Apache County,Arizona,21.02346621430591,16.069471087969305,66473,Non-Seasonal
04003,Cochise County,Arizona,24.986203676189668,4.49890457023488,125092,Non-Seasonal
04005,Coconino County,Arizona,34.01309891045025,18.646816468456887,144942,Mixed Seasonal
04007,Gila County,Arizona,36.48343373493976,20.7290767903365,53211,Mixed Seasonal
04009,Graham County,Arizona,40.47655182880558,2.9804727646454263,38145,Agricultural/Extractive
04011,Greenlee County,Arizona,56.69158427779117,6.099226217569413,9542,Agricultural/Extractive
04012,La Paz County,Arizona,40.2099941668287,27.904616945712835,16845,Resort Economies
04013,Maricopa County,Arizona,26.23616848575143,3.85270040707862,4367186,Non-Seasonal
04015,Mohave County,Arizona,35.14636500107227,14.50129605707784,211274,Non-Seasonal
04017,Navajo County,Arizona,29.696003848813785,25.157277412475565,106609,Mixed Seasonal
04019,Pima County,Arizona,27.798583730038374,3.924733139122971,1035063,Non-Seasonal
04021,Pinal County,Arizona,28.529887940065397,9.235401204313122,420625,Non-Seasonal
04023,Santa Cruz County,Arizona,27.78880070546737,3.9031964448251864,47463,Non-Seasonal
04025,Yavapai County,Arizona,33.970022549409734,8.78558365969955,233789,Non-Seasonal
04027,Yuma County,Arizona,34.29601022951836,13.916457628967171,202944,Non-Seasonal
05001,Arkansas County,Arkansas,26.67271784232365,7.167274384685506,17273,Non-Seasonal
05003,Ashley County,Arkansas,29.708904109589042,12.518487217409676,19362,Non-Seasonal
05005,Baxter County,Arkansas,28.000536408743464,9.374586804178236,41476,Non-Seasonal
05007,Benton County,Arkansas,35.23433878124701,1.845564865645767,278774,Non-Seasonal
05009,Boone County,Arkansas,25.957607396691618,4.0263416324880135,37445,Non-Seasonal
05011,Bradley County,Arkansas,31.446540880503143,21.77107501933488,10597,Mixed Seasonal
05013,Calhoun County,Arkansas,27.813504823151124,35.82866293034427,4811,Vacation Destinations
05015,Carroll County,Arkansas,32.529296039688646,6.811772362426784,28154,Non-Seasonal
05017,Chicot County,Arkansas,29.466979550787798,15.875486381322956,10405,Mixed Seasonal
05019,Clark County,Arkansas,34.710830704521555,4.735320506430067,21569,Non-Seasonal
05021,Clay County,Arkansas,34.08833522083805,1.6985138004246285,14661,Non-Seasonal
05023,Cleburne County,Arkansas,29.224673377596915,23.131649788488655,24848,Mixed Seasonal
05025,Cleveland County,Arkansas,23.003737682636764,16.93281938325991,7632,Non-Seasonal
05027,Columbia County,Arkansas,31.186783546864465,8.036117381489841,22947,Non-Seasonal
05029,Conway County,Arkansas,25.418620227729406,2.2571961068544213,20687,Non-Seasonal
05031,Craighead County,Arkansas,27.04407569609064,1.276871556659825,109875,Non-Seasonal
05033,Crawford County,Arkansas,28.29879597018593,1.8668448357176546,60483,Non-Seasonal
05035,Crittenden County,Arkansas,30.27133695115935,1.638883686083536,48338,Non-Seasonal
05037,Cross County,Arkansas,32.1810818628869,1.1653790755532276,16935,Non-Seasonal
05039,Dallas County,Arkansas,20.706655710764174,22.882781828379137,6645,Non-Seasonal
05041,Desha County,Arkansas,28.969096485020053,4.386414063833419,11530,Non-Seasonal
05043,Drew County,Arkansas,24.31249144889862,8.850519198261289,17511,Non-Seasonal
05045,Faulkner County,Arkansas,27.52145740747023,0.16144718926278934,123191,Non-Seasonal
05047,Franklin County,Arkansas,21.58753709198813,0.8520526723470179,17159,Non-Seasonal
05049,Fulton County,Arkansas,30.657114624505926,11.022364217252397,12072,Non-Seasonal
05051,Garland County,Arkansas,35.15046439628483,9.16051040967092,99694,Non-Seasonal
05053,Grant County,Arkansas,24.644045242847636,1.0068824878919196,17912,Non-Seasonal
05055,Greene County,Arkansas,23.585785329465395,0.8233689951751626,45665,Non-Seasonal
05057,Hempstead County,Arkansas,29.17086693548387,4.014410705095214,20352,Non-Seasonal
05059,Hot Spring County,Arkansas,31.76461091378754,4.224362128347509,33096,Non-Seasonal
05061,Howard County,Arkansas,25.838621940163193,2.3666720700275574,12894,Non-Seasonal
05063,Independence County,Arkansas,26.961029228078942,4.190212817121558,37796,Non-Seasonal
05065,Izard County,Arkansas,24.586776859504134,16.55629139072848,13653,Non-Seasonal
05067,Jackson County,Arkansas,38.221235916695115,1.1470135683312352,16878,Non-Seasonal
05069,Jefferson County,Arkansas,24.453369031682286,1.471491866369134,68199,Non-Seasonal
05071,Johnson County,Arkansas,30.511074887333393,3.4013605442176873,25853,Non-Seasonal
05073,Lafayette County,Arkansas,33.153880663974874,14.45813427206437,6373,Non-Seasonal
05075,Lawrence County,Arkansas,30.80657791699295,3.183023872679045,16292,Non-Seasonal
05077,Lee County,Arkansas,42.98696167522718,2.305246422893482,8832,Agricultural/Extractive
05079,Lincoln County,Arkansas,24.96947496947497,4.1516245487364625,13092,Non-Seasonal
05081,Little River County,Arkansas,25.0815660685155,3.3831499425192972,12104,Non-Seasonal
05083,Logan County,Arkansas,29.31362669353936,2.6689845587483383,21299,Non-Seasonal
05085,Lonoke County,Arkansas,24.857522515871842,0.9211495946941783,73824,Non-Seasonal
05087,Madison County,Arkansas,28.267288267288265,5.109680809142256,16496,Non-Seasonal
05089,Marion County,Arkansas,23.87924801156905,11.61680458306811,16750,Non-Seasonal
05091,Miller County,Arkansas,25.0198376365745,0.643168236604882,42875,Non-Seasonal
05093,Mississippi County,Arkansas,27.13519952352591,0.7688311688311689,41061,Non-Seasonal
05095,Monroe County,Arkansas,30.53097345132743,9.527478171545969,6903,Non-Seasonal
05097,Montgomery County,Arkansas,34.30894308943089,16.715328467153284,8525,Mixed Seasonal
05099,Nevada County,Arkansas,35.4478801402614,6.682080924855491,8340,Non-Seasonal
05101,Newton County,Arkansas,26.59866614358572,15.613740091280325,7343,Mixed Seasonal
05103,Ouachita County,Arkansas,17.748454588682836,20.579153801218393,22858,Non-Seasonal
05105,Perry County,Arkansas,29.888191982547042,6.213317142278891,10056,Non-Seasonal
05107,Phillips County,Arkansas,32.163416898792946,5.420626539950722,16923,Non-Seasonal
05109,Pike County,Arkansas,29.995374653098985,11.786786786786786,10234,Non-Seasonal
05111,Poinsett County,Arkansas,29.170277296360485,1.5836452634609848,23212,Non-Seasonal
05113,Polk County,Arkansas,32.590452606961065,3.795635536249871,19476,Non-Seasonal
05115,Pope County,Arkansas,27.957070516211928,0.8578568498004551,63234,Non-Seasonal
05117,Prairie County,Arkansas,25.40983606557377,5.806919912896201,8306,Non-Seasonal
05119,Pulaski County,Arkansas,24.52695160833783,0.8659541081306698,397931,Non-Seasonal
05121,Randolph County,Arkansas,26.473599531958463,3.6980867942137188,18442,Non-Seasonal
05123,St. Francis County,Arkansas,29.853387259858444,2.1968997022892927,23623,Non-Seasonal
05125,Saline County,Arkansas,23.18664798934026,1.4118242716934102,122308,Non-Seasonal
05127,Scott County,Arkansas,21.66222437606009,0.7554103715802368,9928,Non-Seasonal
05129,Searcy County,Arkansas,26.373626373626376,11.32754605123862,7872,Non-Seasonal
05131,Sebastian County,Arkansas,26.93103690192227,0.4940711462450593,127941,Non-Seasonal
05133,Sevier County,Arkansas,25.855161787365176,1.5064244572441292,16074,Non-Seasonal
05135,Sharp County,Arkansas,29.427654904609152,16.77493713327745,17243,Mixed Seasonal
05137,Stone County,Arkansas,38.75658059664076,16.548881036513546,12364,Mixed Seasonal
05139,Union County,Arkansas,26.356185768180048,5.942808456254327,39262,Non-Seasonal
05141,Van Buren County,Arkansas,29.930606281957633,15.917238553723239,15851,Mixed Seasonal
05143,Washington County,Arkansas,27.40635290889133,0.8139793872881527,242793,Non-Seasonal
05145,White County,Arkansas,30.269790444789653,2.601728483975513,77075,Non-Seasonal
05147,Woodruff County,Arkansas,27.132656895903796,7.532389273877674,6333,Non-Seasonal
05149,Yell County,Arkansas,31.01851851851852,4.002575383624853,20489,Non-Seasonal
06001,Alameda County,California,21.466333798369924,0.6362582955862215,1673133,Non-Seasonal
06003,Alpine County,California,39.494163424124515,66.29766297662977,1344,Resort Economies
06005,Amador County,California,33.21645313553608,12.04832157365833,40095,Non-Seasonal
06007,Butte County,California,32.56773749771611,2.0453039022799246,217884,Non-Seasonal
06009,Calaveras County,California,29.248794776347104,31.001601397583343,45349,Vacation Destinations
06011,Colusa County,California,44.47424892703863,1.6573902288188003,21780,Agricultural/Extractive
06013,Contra Costa County,California,23.81453058157012,0.37555876830018114,1161643,Non-Seasonal
06015,Del Norte County,California,32.88958496476116,3.6689804381141258,27655,Non-Seasonal
06017,El Dorado County,California,29.040974114839813,16.193722513145303,190568,Mixed Seasonal
06019,Fresno County,California,32.29677176134447,1.6460183828664314,1003150,Non-Seasonal
06021,Glenn County,California,45.62246963562753,1.9742883379247016,28675,Agricultural/Extractive
06023,Humboldt County,California,35.41706382904975,4.82965061074722,137014,Non-Seasonal
06025,Imperial County,California,33.941382861731284,3.9356592979730207,180051,Non-Seasonal
06027,Inyo County,California,29.19475425910038,8.23728455112615,18804,Non-Seasonal
06029,Kern County,California,37.384091912624136,2.4025215970114404,905644,Non-Seasonal
06031,Kings County,California,34.15929521109576,0.13652616751544047,151887,Non-Seasonal
06033,Lake County,California,32.947505705901534,14.051706549301931,67749,Non-Seasonal
06035,Lassen County,California,25.138024198284974,13.696732665200031,32949,Non-Seasonal
06037,Los Angeles County,California,26.65631446025977,0.8824463835793048,10019635,Non-Seasonal
06039,Madera County,California,34.84342121549697,5.109872354176765,156304,Non-Seasonal
06041,Marin County,California,24.755585773568097,2.39222013085955,262387,Non-Seasonal
06043,Mariposa County,California,45.3200527318002,12.866151342554923,17225,Agricultural/Extractive
06045,Mendocino County,California,37.275071100124926,11.796201182285106,91534,Non-Seasonal
06047,Merced County,California,33.21129908667,0.6407966162250626,279150,Non-Seasonal
06049,Modoc County,California,42.8811282740094,12.414223331253899,8723,Agricultural/Extractive
06051,Mono County,California,43.23017408123791,51.30728554641598,13291,Resort Economies
06053,Monterey County,California,39.71826857139866,4.334912714718995,438953,Non-Seasonal
06055,Napa County,California,32.841188718531136,6.916639613317462,138795,Non-Seasonal
06057,Nevada County,California,30.598379932061665,18.966356049549045,102090,Mixed Seasonal
06059,Orange County,California,25.845176882007408,1.507996858488455,3182923,Non-Seasonal
06061,Placer County,California,24.169733637664223,8.703412320048848,400330,Non-Seasonal
06063,Plumas County,California,29.72648432288192,40.51355206847361,19631,Vacation Destinations
06065,Riverside County,California,29.515605458872233,7.41178908724872,2409331,Non-Seasonal
06067,Sacramento County,California,25.860087735239762,0.4814526819877436,1571767,Non-Seasonal
06069,San Benito County,California,28.56282617422722,1.3927157958018137,63329,Non-Seasonal
06071,San Bernardino County,California,26.93856085492569,5.453879238177841,2171071,Non-Seasonal
06073,San Diego County,California,25.4295982754903,2.0278926304811753,3296317,Non-Seasonal
06075,San Francisco County,California,22.41238028236573,2.001630757066614,865933,Non-Seasonal
06077,San Joaquin County,California,29.188473361957268,0.7071777943763101,771406,Non-Seasonal
06079,San Luis Obispo County,California,31.26488499282417,7.987287963391935,282771,Non-Seasonal
06081,San Mateo County,California,22.56491439215559,1.258449233818169,762488,Non-Seasonal
06083,Santa Barbara County,California,33.75872921014203,2.288842841663023,447651,Non-Seasonal
06085,Santa Clara County,California,19.617189694354366,0.5353250135330866,1932022,Non-Seasonal
06087,Santa Cruz County,California,29.768202147705857,4.3502026199227215,272138,Non-Seasonal
06089,Shasta County,California,30.10343098049316,3.333752673292238,181935,Non-Seasonal
06093,Siskiyou County,California,33.71200299606766,11.479536478451456,44151,Non-Seasonal
06095,Solano County,California,25.38470328330921,0.6353003886178963,451432,Non-Seasonal
06097,Sonoma County,California,29.37234910277325,3.9505498791045937,492498,Non-Seasonal
06099,Stanislaus County,California,29.692288077097245,0.20207441157464706,550842,Non-Seasonal
06101,Sutter County,California,33.687202409872704,0.4933542283359452,99080,Non-Seasonal
06103,Tehama County,California,33.844194100553324,4.399020002194025,65345,Non-Seasonal
06107,Tulare County,California,39.00214651329187,2.067943867235201,470999,Non-Seasonal
06109,Tuolumne County,California,31.32553417770473,21.195046636742752,55243,Mixed Seasonal
06111,Ventura County,California,29.324609204088937,2.0902060091711725,845255,Non-Seasonal
06113,Yolo County,California,26.96958999445257,0.5445761967501098,216703,Non-Seasonal
06115,Yuba County,California,28.58208259532022,2.58301317233809,80404,Non-Seasonal
08001,Adams County,Colorado,27.247462177775766,0.18174694730426832,514969,Non-Seasonal
08003,Alamosa County,Colorado,34.391976598412036,1.2269938650306749,16377,Non-Seasonal
08005,Arapahoe County,Colorado,24.624618555867674,0.41844876991488333,651621,Non-Seasonal
08007,Archuleta County,Colorado,40.649707803368855,28.586553732133403,13267,Resort Economies
08009,Baca County,Colorado,38.535249828884325,1.5523284927391086,3519,Non-Seasonal
08011,Bent County,Colorado,37.340966921119595,0.5113900511390052,5861,Non-Seasonal
08013,Boulder County,Colorado,24.654083729770267,1.4996195316650156,328713,Non-Seasonal
08014,Broomfield County,Colorado,22.834375383106533,0.7982464749566527,72697,Non-Seasonal
08015,Chaffee County,Colorado,34.260301733843725,16.845612736023696,19436,Mixed Seasonal
08017,Cheyenne County,Colorado,39.79848866498741,4.338624338624339,1691,Non-Seasonal
08019,Clear Creek County,Colorado,32.53709735794426,16.980799718161,9427,Mixed Seasonal
08021,Conejos County,Colorado,32.4269889224572,13.252415159772108,7579,Non-Seasonal
08023,Costilla County,Colorado,35.95413595413595,19.366930445647647,3517,Mixed Seasonal
08025,Crowley County,Colorado,28.639334521687466,0.46022353714661407,6018,Non-Seasonal
08029,Delta County,Colorado,38.4280222127296,6.688373355040021,31133,Non-Seasonal
08031,Denver County,Colorado,23.628559100535135,0.8414619954584923,706799,Non-Seasonal
08033,Dolores County,Colorado,26.654578422484132,19.17808219178082,2288,Mixed Seasonal
08035,Douglas County,Colorado,22.927949326999208,0.7123506817890265,351929,Non-Seasonal
08037,Eagle County,Colorado,41.20851596743895,32.74355278893625,55693,Resort Economies
08039,Elbert County,Colorado,24.588706091596265,0.48810883788555404,25897,Non-Seasonal
08041,El Paso County,Colorado,24.459078080903105,0.7616503246089537,722736,Non-Seasonal
08043,Fremont County,Colorado,28.39514319651577,8.609238699444886,49007,Non-Seasonal
08045,Garfield County,Colorado,31.733952049497294,4.063618952452328,61221,Non-Seasonal
08049,Grand County,Colorado,40.909090909090914,57.92297028509433,15629,Resort Economies
08051,Gunnison County,Colorado,42.2303282959875,30.468099283691487,16851,Resort Economies
08055,Huerfano County,Colorado,37.36819907212146,31.705770450221944,6787,Resort Economies
08059,Jefferson County,Colorado,25.428285746028216,0.7044711191189241,580130,Non-Seasonal
08061,Kiowa County,Colorado,41.43070044709389,1.680672268907563,1414,Agricultural/Extractive
08063,Kit Carson County,Colorado,39.97591812161348,0.7878611030055441,7071,Non-Seasonal
08067,La Plata County,Colorado,34.02410142100864,10.506856199296431,55673,Non-Seasonal
08069,Larimer County,Colorado,26.810657772677793,3.867205024674742,354670,Non-Seasonal
08071,Las Animas County,Colorado,37.282533054975644,9.674636430860241,14531,Non-Seasonal
08073,Lincoln County,Colorado,34.7075208913649,1.170643854119766,5630,Non-Seasonal
08075,Logan County,Colorado,33.27090551549771,1.9761029411764706,21765,Non-Seasonal
08077,Mesa County,Colorado,31.104105366400447,2.092841700696613,154685,Non-Seasonal
08081,Moffat County,Colorado,37.755610972568576,4.941717287801675,13240,Non-Seasonal
08083,Montezuma County,Colorado,33.40099649381805,5.330822142155258,25916,Non-Seasonal
08085,Montrose County,Colorado,33.04884092285667,2.387014640356461,42328,Non-Seasonal
08087,Morgan County,Colorado,32.97488286350718,2.710475858462611,28868,Non-Seasonal
08089,Otero County,Colorado,29.197601370645344,1.372055796935742,18665,Non-Seasonal
08091,Ouray County,Colorado,31.574158325750684,24.0025332488917,4850,Mixed Seasonal
08095,Phillips County,Colorado,38.26972010178117,3.443187407771766,4497,Non-Seasonal
08097,Pitkin County,Colorado,32.153231663035584,34.91441067792776,17471,Vacation Destinations
08099,Prowers County,Colorado,38.92498523331365,1.5432098765432098,11966,Non-Seasonal
08101,Pueblo County,Colorado,28.708713908488807,1.4828532044945073,167453,Non-Seasonal
08103,Rio Blanco County,Colorado,38.466997870830376,10.161733292645712,6495,Non-Seasonal
08105,Rio Grande County,Colorado,34.728649558266724,21.429662440812585,11476,Mixed Seasonal
08107,Routt County,Colorado,36.74130606955144,28.444094106233326,24899,Resort Economies
08109,Saguache County,Colorado,39.41829314963643,9.79702300405954,6369,Non-Seasonal
08113,San Miguel County,Colorado,37.52072968490879,38.6894760959218,8084,Resort Economies
08115,Sedgwick County,Colorado,38.283510125361616,8.367854183927093,2459,Non-Seasonal
08117,Summit County,Colorado,43.520237653174895,56.56147777563979,31042,Resort Economies
08119,Teller County,Colorado,34.70375913372656,17.444050938135785,24607,Mixed Seasonal
08121,Washington County,Colorado,32.323232323232325,1.355487538259729,4834,Non-Seasonal
08123,Weld County,Colorado,29.65737489162368,0.37115680080100816,322424,Non-Seasonal
08125,Yuma County,Colorado,46.06568216883403,4.036186499652053,9944,Agricultural/Extractive
09001,Fairfield County,Connecticut,23.148309873085285,1.282177023663416,956446,Non-Seasonal
09003,Hartford County,Connecticut,22.83483502381204,0.5915111770369792,898636,Non-Seasonal
09005,Litchfield County,Connecticut,24.950929697558095,7.003194159251653,185175,Non-Seasonal
09007,Middlesex County,Connecticut,22.720502488194068,5.58417554760313,164568,Non-Seasonal
09009,New Haven County,Connecticut,23.10040073495593,1.3267520069429377,864751,Non-Seasonal
09011,New London County,Connecticut,27.270239486413324,3.895193373768995,269131,Non-Seasonal
09013,Tolland County,Connecticut,21.76030706108133,1.197269039216333,150120,Non-Seasonal
09015,Windham County,Connecticut,27.315940150164746,1.4772658473088334,116503,Non-Seasonal
10001,Kent County,Delaware,27.394813035175257,0.9319909709047098,180078,Non-Seasonal
10003,New Castle County,Delaware,22.860773488595818,0.16540174533300023,567769,Non-Seasonal
10005,Sussex County,Delaware,29.678233691296686,26.394326765247172,234045,Mixed Seasonal
11001,District of Columbia,District of Columbia,22.207517775609546,0.9337624090198835,683154,Non-Seasonal
12001,Alachua County,Florida,27.02422252508983,0.6705955742333706,276171,Non-Seasonal
12003,Baker County,Florida,25.949936971006665,1.6680311092918545,28003,Non-Seasonal
12005,Bay County,Florida,31.01606182556359,19.600905883382094,181384,Mixed Seasonal
12007,Bradford County,Florida,24.971515381693884,4.231377290058588,27928,Non-Seasonal
12009,Brevard County,Florida,27.412349863399914,7.701302282397372,601573,Non-Seasonal
12011,Broward County,Florida,27.965792867248968,8.090740556630974,1934551,Non-Seasonal
12013,Calhoun County,Florida,29.08808520079876,2.9102384291725105,13863,Non-Seasonal
12015,Charlotte County,Florida,33.14562537605875,16.603936797739884,184837,Mixed Seasonal
12017,Citrus County,Florida,35.43727989267148,10.469919481128004,151888,Non-Seasonal
12019,Clay County,Florida,28.29179367640906,1.2203091766774796,216308,Non-Seasonal
12021,Collier County,Florida,32.88383741090349,25.54766252171325,372797,Mixed Seasonal
12023,Columbia County,Florida,32.99601349279362,2.993486551247005,69265,Non-Seasonal
12027,DeSoto County,Florida,38.9137218520705,11.777648353070601,34027,Non-Seasonal
12029,Dixie County,Florida,32.222849614153965,21.373963605039304,16701,Mixed Seasonal
12031,Duval County,Florida,26.6708597737798,1.215148022677796,983153,Non-Seasonal
12033,Escambia County,Florida,28.79512591837016,4.873598805788608,318828,Non-Seasonal
12035,Flagler County,Florida,29.59358900973097,12.501374784617076,113888,Non-Seasonal
12037,Franklin County,Florida,32.73936802090758,30.507462686567166,12232,Vacation Destinations
12039,Gadsden County,Florida,24.05147014611268,4.431022502538886,44233,Non-Seasonal
12041,Gilchrist County,Florida,32.17104319127565,3.82404064714534,17759,Non-Seasonal
12043,Glades County,Florida,35.58146864166404,21.21675328645674,12183,Mixed Seasonal
12045,Gulf County,Florida,28.445402862183883,17.79603782080144,15205,Mixed Seasonal
12047,Hamilton County,Florida,46.4064602960969,6.3977252532432916,13973,Agricultural/Extractive
